1,1,3.0
2,1,5.0
3,1,3.0
4,1,3.0
5,1,2.0
6,1,1.0
7,2,5.0
8,2,5.0
9,2,5.0
10,2,4.0
11,2,5.0
12,2,5.0
13,2,5.0
14,2,4.0
15,2,5.0
16,2,5.0
17,2,5.0
18,2,5.0
19,2,5.0
20,3,5.0
21,3,5.0
22,3,5.0
23,3,5.0
24,3,5.0
25,3,5.0
26,3,5.0
27,3,3.0
28,3,5.0
29,3,4.0
30,3,5.0
31,3,5.0
32,3,5.0
33,3,5.0
34,3,5.0
35,3,5.0
36,3,5.0
37,3,5.0
38,3,5.0
39,3,3.0
40,3,4.0
41,3,5.0
42,3,3.0
43,3,1.0
44,4,5.0
45,4,4.0
46,4,4.0
47,4,5.0
48,4,4.0
49,5,5.0
50,6,3.0
51,6,4.0
52,7,5.0
53,8,5.0
54,8,5.0
55,8,4.0
56,8,5.0
57,8,3.0
58,8,4.0
59,8,5.0
60,8,4.0
61,8,5.0
62,9,5.0
63,9,5.0
64,9,5.0
65,9,5.0
66,9,5.0
67,9,5.0
68,9,5.0
69,9,4.0
70,9,5.0
71,10,5.0
72,10,5.0
73,10,5.0
74,10,5.0
75,10,4.0
76,10,5.0
77,10,5.0
78,10,5.0
79,10,4.0
80,10,5.0
81,10,5.0
82,10,3.0
83,10,5.0
84,10,4.0
85,10,4.0
86,10,4.0
87,10,5.0
88,10,5.0
89,10,3.0
90,10,5.0
91,10,3.0
92,10,5.0
93,10,5.0
94,10,5.0
95,10,5.0
96,10,4.0
97,10,5.0
98,10,4.0
99,10,5.0
100,10,5.0
101,10,4.0
102,10,5.0
103,10,5.0
104,10,5.0
105,10,5.0
106,10,5.0
107,10,5.0
108,10,4.0
109,10,5.0
110,10,5.0
111,10,4.0
112,10,5.0
113,10,5.0
114,10,4.0
115,10,3.0
116,10,5.0
117,10,4.0
118,10,5.0
119,10,5.0
120,10,5.0
121,10,5.0
122,10,5.0
123,10,4.0
124,10,5.0
125,10,5.0
126,10,5.0
127,10,5.0
128,10,5.0
129,10,5.0
1,10,5.0
130,10,4.0
131,10,4.0
132,10,4.0
133,10,4.0
134,10,3.0
135,10,5.0
136,10,5.0
137,10,5.0
138,10,5.0
139,10,4.0
140,10,5.0
141,10,3.0
142,10,5.0
143,10,5.0
144,10,4.0
145,10,5.0
146,10,4.0
147,10,5.0
148,10,5.0
149,10,5.0
150,10,5.0
151,10,5.0
152,10,5.0
153,10,5.0
154,10,5.0
155,10,4.0
156,10,5.0
157,10,5.0
158,10,5.0
159,10,5.0
160,10,5.0
161,10,5.0
162,10,5.0
163,10,5.0
164,10,4.0
165,10,5.0
166,10,5.0
167,10,5.0
168,10,5.0
169,10,5.0
170,10,5.0
171,10,5.0
172,10,5.0
173,10,5.0
174,10,4.0
175,10,5.0
176,10,5.0
177,10,5.0
178,10,4.0
179,10,5.0
180,10,5.0
181,10,5.0
182,10,5.0
183,10,4.0
184,10,5.0
185,10,5.0
186,10,5.0
187,10,4.0
188,10,5.0
189,10,5.0
190,10,5.0
191,10,5.0
192,10,4.0
193,10,4.0
194,10,5.0
195,10,4.0
196,10,5.0
197,10,4.0
198,10,4.0
199,10,4.0
200,10,5.0
201,10,5.0
202,10,4.0
203,10,5.0
204,10,5.0
205,10,5.0
206,10,5.0
207,10,4.0
208,10,4.0
209,10,5.0
210,10,5.0
211,10,5.0
212,10,5.0
213,10,5.0
214,10,5.0
215,10,5.0
216,10,5.0
217,10,4.0
218,10,5.0
219,10,3.0
220,10,4.0
221,10,5.0
222,10,5.0
223,10,5.0
224,10,5.0
225,10,4.0
226,10,5.0
227,10,4.0
228,10,5.0
229,10,1.0
230,10,4.0
231,10,5.0
232,10,2.0
233,10,5.0
234,10,3.0
235,10,5.0
236,10,4.0
